   0.0000000000   0.0000000000
   0.0078480002   0.0199999996
   0.0156958979   0.0399999991
   0.0235435665   0.0599999987
   0.0313908979   0.0799999982
   0.0392377973   0.0999999940
   0.0470841676   0.1199999899
   0.0549299195   0.1399999857
   0.0627749637   0.1599999815
   0.0706192181   0.1799999774
   0.0784626007   0.1999999732
   0.0863050222   0.2199999690
   0.0941464081   0.2399999648
   0.1019866765   0.2599999607
   0.1098257452   0.2799999714
   0.1176635325   0.2999999821
   0.1254999638   0.3199999928
   0.1333349645   0.3400000036
   0.1411684453   0.3600000143
   0.1490003467   0.3800000250
   0.1568305790   0.4000000358
   0.1646590680   0.4200000465
   0.1724857539   0.4400000572
   0.1803105474   0.4600000679
   0.1881333739   0.4800000787
   0.1959541589   0.5000000596
   0.2037728280   0.5200000405
   0.2115893215   0.5400000215
   0.2194035500   0.5600000024
   0.2272154391   0.5799999833
   0.2350249290   0.5999999642
   0.2428319454   0.6199999452
   0.2506363988   0.6399999261
   0.2584382296   0.6599999070
   0.2662373781   0.6799998879
   0.2740337551   0.6999998689
   0.2818273008   0.7199998498
   0.2896179557   0.7399998307
   0.2974056304   0.7599998116
   0.3051902354   0.7799997926
   0.3129717410   0.7999997735
   0.3207500577   0.8199997544
   0.3285251260   0.8399997354
   0.3362968564   0.8599997163
   0.3440651894   0.8799996972
   0.3518300653   0.8999996781
   0.3595913947   0.9199996591
   0.3673491180   0.9399996400
   0.3751031756   0.9599996209
   0.3828534782   0.9799996018
   0.3905999660   0.9999995828
   0.3983425796   1.0199996233
   0.4060812593   1.0399996042
   0.4138159156   1.0599995852
   0.4215464890   1.0799995661
   0.4292729199   1.0999995470
   0.4369951487   1.1199995279
   0.4447130859   1.1399995089
   0.4524266720   1.1599994898
   0.4601358473   1.1799994707
   0.4678405523   1.1999994516
   0.4755406976   1.2199994326
   0.4832362235   1.2399994135
   0.4909270704   1.2599993944
   0.4986131787   1.2799993753
   0.5062944889   1.2999993563
   0.5139709115   1.3199993372
   0.5216423869   1.3399993181
   0.5293088555   1.3599992990
   0.5369702578   1.3799992800
   0.5446265340   1.3999992609
   0.5522776246   1.4199992418
   0.5599234700   1.4399992228
   0.5675639510   1.4599992037
   0.5751990676   1.4799991846
   0.5828287601   1.4999991655
   0.5904529095   1.5199991465
   0.5980715156   1.5399991274
   0.6056844592   1.5599991083
   0.6132916808   1.5799990892
   0.6208931804   1.5999990702
   0.6284888387   1.6199990511
   0.6360785961   1.6399990320
   0.6436623931   1.6599990129
   0.6512402296   1.6799989939
   0.6588119864   1.6999989748
   0.6663776040   1.7199989557
   0.6739370227   1.7399989367
   0.6814901829   1.7599989176
   0.6890370250   1.7799988985
   0.6965774894   1.7999988794
   0.7041115761   1.8199988604
   0.7116391659   1.8399988413
   0.7191601992   1.8599988222
   0.7266746163   1.8799988031
   0.7341823578   1.8999987841
   0.7416833639   1.9199987650
   0.7491776347   1.9399987459
   0.7566650510   1.9599987268
   0.7641455531   1.9799987078
   0.7716190815   1.9999986887
   0.7790856361   2.0199987888
   0.7865450978   2.0399987698
   0.7939974666   2.0599987507
   0.8014426231   2.0799987316
   0.8088805676   2.0999987125
   0.8163111806   2.1199986935
   0.8237344623   2.1399986744
   0.8311503530   2.1599986553
   0.8385587335   2.1799986362
   0.8459596038   2.1999986172
   0.8533529043   2.2199985981
   0.8607385755   2.2399985790
   0.8681166172   2.2599985600
   0.8754869103   2.2799985409
   0.8828493953   2.2999985218
   0.8902040720   2.3199985027
   0.8975508213   2.3399984837
   0.9048896432   2.3599984646
   0.9122204781   2.3799984455
   0.9195432663   2.3999984264
   0.9268579483   2.4199984074
   0.9341644645   2.4399983883
   0.9414627552   2.4599983692
   0.9487528205   2.4799983501
   0.9560345411   2.4999983311
   0.9633079171   2.5199983120
   0.9705728889   2.5399982929
   0.9778293967   2.5599982738
   0.9850773811   2.5799982548
   0.9923168421   2.5999982357
   0.9995476604   2.6199982166
   1.0067697763   2.6399981976
   1.0139832497   2.6599981785
   1.0211879015   2.6799981594
   1.0283838511   2.6999981403
   1.0355708599   2.7199981213
   1.0427490473   2.7399981022
   1.0499182940   2.7599980831
   1.0570784807   2.7799980640
   1.0642296076   2.7999980450
   1.0713716745   2.8199980259
   1.0785046816   2.8399980068
   1.0856285095   2.8599979877
   1.0927430391   2.8799979687
   1.0998482704   2.8999979496
   1.1069442034   2.9199979305
   1.1140308380   2.9399979115
   1.1211080551   2.9599978924
   1.1281758547   2.9799978733
   1.1352341175   2.9999978542
   1.1422828436   3.0199978352
   1.1493220329   3.0399978161
   1.1563515663   3.0599977970
   1.1633714437   3.0799977779
   1.1703815460   3.0999977589
   1.1773819923   3.1199977398
   1.1843725443   3.1399977207
   1.1913533211   3.1599977016
   1.1983242035   3.1799976826
   1.2052851915   3.1999976635
   1.2122361660   3.2199976444
   1.2191772461   3.2399976254
   1.2261081934   3.2599976063
   1.2330291271   3.2799975872
   1.2399399281   3.2999975681
   1.2468405962   3.3199975491
   1.2537310123   3.3399975300
   1.2606111765   3.3599975109
   1.2674810886   3.3799974918
   1.2743407488   3.3999974728
   1.2811900377   3.4199974537
   1.2880289555   3.4399974346
   1.2948573828   3.4599974155
   1.3016754389   3.4799973965
   1.3084830046   3.4999973774
   1.3152799606   3.5199973583
   1.3220664263   3.5399973392
   1.3288422823   3.5599973202
   1.3356074095   3.5799973011
   1.3423619270   3.5999972820
   1.3491057158   3.6199972630
   1.3558387756   3.6399972439
   1.3625611067   3.6599972248
   1.3692725897   3.6799972057
   1.3759732246   3.6999971867
   1.3826630116   3.7199971676
   1.3893418312   3.7399971485
   1.3960096836   3.7599971294
   1.4026665688   3.7799971104
   1.4093124866   3.7999970913
   1.4159473181   3.8199970722
   1.4225710630   3.8399970531
   1.4291837215   3.8599970341
   1.4357852936   3.8799970150
   1.4423756599   3.8999969959
   1.4489548206   3.9199969769
   1.4555227757   3.9399969578
   1.4620795250   3.9599969387
   1.4686249495   3.9799969196
   1.4751590490   3.9999969006
   1.4816818237   4.0199971199
   1.4881932735   4.0399971008
   1.4946932793   4.0599970818
   1.5011819601   4.0799970627
   1.5076591969   4.0999970436
   1.5141248703   4.1199970245
   1.5205790997   4.1399970055
   1.5270217657   4.1599969864
   1.5334528685   4.1799969673
   1.5398724079   4.1999969482
   1.5462803841   4.2199969292
   1.5526766777   4.2399969101
   1.5590612888   4.2599968910
   1.5654342175   4.2799968719
   1.5717954636   4.2999968529
   1.5781449080   4.3199968338
   1.5844826698   4.3399968147
   1.5908086300   4.3599967957
   1.5971227884   4.3799967766
   1.6034251451   4.3999967575
   1.6097155809   4.4199967384
   1.6159942150   4.4399967194
   1.6222609282   4.4599967003
   1.6285157204   4.4799966812
   1.6347585917   4.4999966621
   1.6409895420   4.5199966431
   1.6472084522   4.5399966240
   1.6534154415   4.5599966049
   1.6596103907   4.5799965858
   1.6657932997   4.5999965668
   1.6719641685   4.6199965477
   1.6781228781   4.6399965286
   1.6842695475   4.6599965096
   1.6904040575   4.6799964905
   1.6965264082   4.6999964714
   1.7026365995   4.7199964523
   1.7087346315   4.7399964333
   1.7148205042   4.7599964142
   1.7208942175   4.7799963951
   1.7269556522   4.7999963760
   1.7330049276   4.8199963570
   1.7390419245   4.8399963379
   1.7450666428   4.8599963188
   1.7510790825   4.8799962997
   1.7570791245   4.8999962807
   1.7630668879   4.9199962616
   1.7690423727   4.9399962425
   1.7750054598   4.9599962234
   1.7809561491   4.9799962044
   1.7868944407   4.9999961853
   1.7928204536   5.0199961662
   1.7987339497   5.0399961472
   1.8046350479   5.0599961281
   1.8105237484   5.0799961090
   1.8164000511   5.0999960899
   1.8222638369   5.1199960709
   1.8281151056   5.1399960518
   1.8339539766   5.1599960327
   1.8397803307   5.1799960136
   1.8455941677   5.1999959946
   1.8513954878   5.2199959755
   1.8571842909   5.2399959564
   1.8629605770   5.2599959373
   1.8687242270   5.2799959183
   1.8744753599   5.2999958992
   1.8802139759   5.3199958801
   1.8859399557   5.3399958611
   1.8916534185   5.3599958420
   1.8973542452   5.3799958229
   1.9030424356   5.3999958038
   1.9087179899   5.4199957848
   1.9143809080   5.4399957657
   1.9200311899   5.4599957466
   1.9256688356   5.4799957275
   1.9312938452   5.4999957085
   1.9369062185   5.5199956894
   1.9425059557   5.5399956703
   1.9480930567   5.5599956512
   1.9536674023   5.5799956322
   1.9592291117   5.5999956131
   1.9647781849   5.6199955940
   1.9703145027   5.6399955750
   1.9758381844   5.6599955559
   1.9813491106   5.6799955368
   1.9868472815   5.6999955177
   1.9923328161   5.7199954987
   1.9978055954   5.7399954796
   2.0032656193   5.7599954605
   2.0087130070   5.7799954414
   2.0141475201   5.7999954224
   2.0195693970   5.8199954033
   2.0249786377   5.8399953842
   2.0303750038   5.8599953651
   2.0357587337   5.8799953461
   2.0411295891   5.8999953270
   2.0464878082   5.9199953079
   2.0518331528   5.9399952888
   2.0571658611   5.9599952698
   2.0624856949   5.9799952507
   2.0677928925   5.9999952316
   2.0730872154   6.0199952126
   2.0783689022   6.0399951935
   2.0836377144   6.0599951744
   2.0888938904   6.0799951553
   2.0941371918   6.0999951363
   2.0993678570   6.1199951172
   2.1045856476   6.1399950981
   2.1097908020   6.1599950790
   2.1149830818   6.1799950600
   2.1201627254   6.1999950409
   2.1253294945   6.2199950218
   2.1304836273   6.2399950027
   2.1356248856   6.2599949837
   2.1407535076   6.2799949646
   2.1458692551   6.2999949455
   2.1509723663   6.3199949265
   2.1560628414   6.3399949074
   2.1611404419   6.3599948883
   2.1662054062   6.3799948692
   2.1712574959   6.3999948502
   2.1762969494   6.4199948311
   2.1813237667   6.4399948120
   2.1863377094   6.4599947929
   2.1913390160   6.4799947739
   2.1963274479   6.4999947548
   2.2013032436   6.5199947357
   2.2062664032   6.5399947166
   2.2112169266   6.5599946976
   2.2161545753   6.5799946785
   2.2210795879   6.5999946594
   2.2259919643   6.6199946404
   2.2308917046   6.6399946213
   2.2357788086   6.6599946022
   2.2406530380   6.6799945831
   2.2455146313   6.6999945641
   2.2503635883   6.7199945450
   2.2551999092   6.7399945259
   2.2600235939   6.7599945068
   2.2648346424   6.7799944878
   2.2696330547   6.7999944687
   2.2744188309   6.8199944496
   2.2791919708   6.8399944305
   2.2839524746   6.8599944115
   2.2887005806   6.8799943924
   2.2934360504   6.8999943733
   2.2981588840   6.9199943542
   2.3028690815   6.9399943352
   2.3075668812   6.9599943161
   2.3122520447   6.9799942970
   2.3169245720   6.9999942780
   2.3215847015   7.0199942589
   2.3262321949   7.0399942398
   2.3308672905   7.0599942207
   2.3354897499   7.0799942017
   2.3400998116   7.0999941826
   2.3446972370   7.1199941635
   2.3492822647   7.1399941444
   2.3538548946   7.1599941254
   2.3584148884   7.1799941063
   2.3629624844   7.1999940872
   2.3674976826   7.2199940681
   2.3720204830   7.2399940491
   2.3765308857   7.2599940300
   2.3810288906   7.2799940109
   2.3855144978   7.2999939919
   2.3899877071   7.3199939728
   2.3944485188   7.3399939537
   2.3988969326   7.3599939346
   2.4033329487   7.3799939156
   2.4077565670   7.3999938965
   2.4121680260   7.4199938774
   2.4165670872   7.4399938583
   2.4209539890   7.4599938393
   2.4253284931   7.4799938202
   2.4296905994   7.4999938011
   2.4340405464   7.5199937820
   2.4383783340   7.5399937630
   2.4427037239   7.5599937439
   2.4470169544   7.5799937248
   2.4513180256   7.5999937057
   2.4556069374   7.6199936867
   2.4598836899   7.6399936676
   2.4641482830   7.6599936485
   2.4684007168   7.6799936295
   2.4726409912   7.6999936104
   2.4768691063   7.7199935913
   2.4810850620   7.7399935722
   2.4852888584   7.7599935532
   2.4894807339   7.7799935341
   2.4936604500   7.7999935150
   2.4978282452   7.8199934959
   2.5019838810   7.8399934769
   2.5061275959   7.8599934578
   2.5102591515   7.8799934387
   2.5143787861   7.8999934196
   2.5184864998   7.9199934006
   2.5225822926   7.9399933815
   2.5266661644   7.9599933624
   2.5307381153   7.9799933434
   2.5347981453   7.9999933243
   2.5388462543   8.0199937820
   2.5428824425   8.0399942398
   2.5469067097   8.0599946976
   2.5509192944   8.0799951553
   2.5549199581   8.0999956131
   2.5589089394   8.1199960709
   2.5628859997   8.1399965286
   2.5668513775   8.1599969864
   2.5708048344   8.1799974442
   2.5747466087   8.1999979019
   2.5786767006   8.2199983597
   2.5825951099   8.2399988174
   2.5865018368   8.2599992752
   2.5903968811   8.2799997330
   2.5942802429   8.3000001907
   2.5981519222   8.3200006485
   2.6020121574   8.3400011063
   2.6058607101   8.3600015640
   2.6096975803   8.3800020218
   2.6135230064   8.4000024796
   2.6173367500   8.4200029373
   2.6211390495   8.4400033951
   2.6249299049   8.4600038528
